Layer_Name,Variable,Trt,mean,std,r,LCL,UCL,Min,Max,Q25,Q50,Q75,groups,stder,Layer_Name_Text,Depth_Top,Depth_Bottom,Depth_Range
Entire,hMean,NT-CC,-2449.55,175.0849412904109,4,-2594.347507287244,-2304.7524927127565,-2696.6,-2292.9,-2502.875,-2404.3500000000004,-2351.025,a,87.54247064520546,Entire (0-100 cm),0,100,0 - 100 cm
Entire,hMean,NT-NO,-2370.175,273.24188765024047,4,-2514.972507287244,-2225.3774927127565,-2641.7,-2023,-2553.3500000000004,-2408,-2224.825,a,136.62094382512024,Entire (0-100 cm),0,100,0 - 100 cm
Entire,hMean,ST-CC,-2393.225,162.45486296199314,4,-2538.0225072872436,-2248.4274927127562,-2590.1,-2194.9,-2460.4249999999997,-2393.95,-2326.75,a,81.22743148099657,Entire (0-100 cm),0,100,0 - 100 cm
Entire,hMean,ST-NO,-2278.95,100.58808743252526,4,-2423.7475072872435,-2134.152492712756,-2373.4,-2191.7,-2362.15,-2275.3500000000004,-2192.15,a,50.29404371626263,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th,NT-CC,0.17986097465120848,0.004754206762358122,4,0.17563941870126598,0.18408253060115098,0.174778934957752,0.18496757712713696,0.17646639811357828,0.1798486932599725,0.18324326979760266,a,0.002377103381179061,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th,NT-NO,0.18214040086460995,0.00790969550053219,4,0.17791884491466745,0.18636195681455245,0.17063273727647868,0.1874729809392808,0.18010168991943407,0.18522794262134012,0.187266653566516,a,0.003954847750266095,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th,ST-CC,0.1830418549813323,0.004232149600109466,4,0.1788202990313898,0.1872634109312748,0.1783258007467086,0.18693259972489684,0.18005010807624286,0.18345450972686184,0.18644625663195127,a,0.002116074800054733,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th,ST-NO,0.17934761249754372,0.004180413354696229,4,0.17512605654760122,0.18356916844748622,0.17605619964629593,0.18508547848300255,0.17634358420121832,0.17812438593043822,0.18112841422676362,a,0.0020902066773481145,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th.diff,NT-CC,0.024309785812536844,4.747590433450228e-4,4,0.024027705186344537,0.02459186643872915,0.023786598545883275,0.024857535861662422,0.024000294753389655,0.02429750442130084,0.024606995480448028,a,2.373795216725114e-4,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th.diff,NT-NO,0.02450874435056003,3.7192951917366815e-4,4,0.024226663724367725,0.024790824976752338,0.024209078404401646,0.025034387895460808,0.02426802908233445,0.024395755551188836,0.02463647081941442,a,1.8596475958683408e-4,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th.diff,ST-CC,0.02443751228139123,2.3977771736711752e-4,4,0.024155431655198924,0.024719592907583538,0.024110827274513635,0.024670858714875205,0.024346629986244844,0.024484181568088043,0.02457506386323443,a,1.1988885868355876e-4,Entire (0-100 cm),0,100,0 - 100 cm
Entire,th.diff,ST-NO,0.024432599724896843,3.4208469951960987e-4,4,0.024150519098704536,0.02471468035108915,0.02408135193554728,0.02475928473177441,0.024169777952446472,0.02444488111613284,0.024707702888583212,a,1.7104234975980493e-4,Entire (0-100 cm),0,100,0 - 100 cm
Entire,VolumeW,NT-CC,17.984754178864254,0.4753851695862044,4,17.562630112433105,18.406878245295403,17.47658816457856,18.49537628795075,17.645321877393577,17.983526131463854,18.32295843293453,a,0.2376925847931022,Entire (0-100 cm),0,100,0 - 100 cm
Entire,VolumeW,NT-NO,18.21267977637857,0.7909104767312811,4,17.790555709947423,18.63480384280972,17.061999362203373,18.74589795763244,18.008823907912102,18.521410892839242,18.72526676130571,a,0.39545523836564056,Entire (0-100 cm),0,100,0 - 100 cm
Entire,VolumeW,ST-CC,18.302818455567966,0.42318335232948756,4,17.880694389136817,18.724942521999115,17.831248253814202,18.69186387201482,18.003666108830423,18.34408084822142,18.643233194958963,a,0.21159167616474378,Entire (0-100 cm),0,100,0 - 100 cm
Entire,VolumeW,ST-NO,17.933421797527515,0.41801011417874995,4,17.511297731096366,18.355545863958664,17.6043050942202,18.507165542994596,17.633041403389573,17.811108276447634,18.11148867058558,a,0.20900505708937497,Entire (0-100 cm),0,100,0 - 100 cm
Entire,wv.diff,NT-CC,2.4307970243526054,0.0474723586109257,4,2.4025910684440115,2.4590029802611992,2.3784822050955476,2.4855679384104636,2.3998502298625146,2.429568976952205,2.460515771442296,a,0.02373617930546285,Entire (0-100 cm),0,100,0 - 100 cm
Entire,wv.diff,NT-NO,2.450691392239092,0.03719017417298729,4,2.422485436330498,2.4788973481476857,2.4207270356693193,2.5032518209762316,2.4266216631912436,2.439393356155408,2.4634630852032564,a,0.018595087086493645,Entire (0-100 cm),0,100,0 - 100 cm
Entire,wv.diff,ST-CC,2.443568717316771,0.023975980964070748,4,2.415362761408177,2.4717746732253647,2.4109026564661207,2.4669016179243783,2.434481166553807,2.448235297438292,2.457322848201256,a,0.011987990482035374,Entire (0-100 cm),0,100,0 - 100 cm
Entire,wv.diff,ST-NO,2.44307749835661,0.03420591510271519,4,2.414871542448016,2.471283454265204,2.4079553427051597,2.4757435592072596,2.4167972839880414,2.44430554575701,2.4705857601255787,a,0.017102957551357593,Entire (0-100 cm),0,100,0 - 100 cm
Top,hMean,NT-CC,-2174.47725,407.6706298932796,4,-2414.390699404235,-1934.5638005957646,-2599.465,-1677.842,-2446.654,-2210.301,-1938.1242499999998,a,203.8353149466398,Top (0-20 cm),0,20,0 - 20 cm
Top,hMean,NT-NO,-2328.510125,273.1780096440095,4,-2568.423574404235,-2088.5966755957647,-2657.266,-2005.492,-2465.2731249999997,-2325.6412499999997,-2188.8782499999998,a,136.58900482200474,Top (0-20 cm),0,20,0 - 20 cm
Top,hMean,ST-CC,-2281.1135,198.92287767624913,4,-2521.026949404235,-2041.2000505957647,-2517.391,-2068.414,-2401.22575,-2269.3244999999997,-2149.21225,a,99.46143883812456,Top (0-20 cm),0,20,0 - 20 cm
Top,hMean,ST-NO,-2327.3716249999998,330.0892631545228,4,-2567.285074404235,-2087.4581755957647,-2650.833,-1977.649,-2585.45325,-2340.50225,-2082.420625,a,165.0446315772614,Top (0-20 cm),0,20,0 - 20 cm
Top,th,NT-CC,0.2099058630292991,0.014057213870451318,4,0.193985867630591,0.22582585842800718,0.1917614031094768,0.22474573622469368,0.20334356520503782,0.21155815639151293,0.2181204542157742,a,0.007028606935225659,Top (0-20 cm),0,20,0 - 20 cm
Top,th,NT-NO,0.19476568864234067,0.02928928457677432,4,0.1788456932436326,0.21068568404104876,0.15179336018331285,0.21428719072342373,0.18835098832427782,0.20649110183131308,0.21290580214937593,ab,0.01464464228838716,Top (0-20 cm),0,20,0 - 20 cm
Top,th,ST-CC,0.2091998152700886,0.020153098825731543,4,0.19327981987138051,0.2251198106687967,0.18828122843546566,0.23110697100938582,0.19440709230216627,0.20870553081775148,0.22349825378567384,a,0.010076549412865772,Top (0-20 cm),0,20,0 - 20 cm
Top,th,ST-NO,0.18192299478400434,0.015899913829734876,4,0.16600299938529625,0.19784299018271242,0.16042819182585147,0.19667136958320525,0.17510620323744386,0.1852962088634803,0.19211300041004076,b,0.007949956914867438,Top (0-20 cm),0,20,0 - 20 cm
Top,th.diff,NT-CC,0.041139867313592565,0.007597197025903247,4,0.03570781418885711,0.04657192043832802,0.03409340982048653,0.05148616489627056,0.03638116371457607,0.039489947268806586,0.04424865086782308,a,0.0037985985129516237,Top (0-20 cm),0,20,0 - 20 cm
Top,th.diff,NT-NO,0.03359292464353756,0.007951955112818815,4,0.028160871518802106,0.03902497776827302,0.024039010502858033,0.04100704250093681,0.028604274724010503,0.0346628227851777,0.03965147270470475,ab,0.003975977556409408,Top (0-20 cm),0,20,0 - 20 cm
Top,th.diff,ST-CC,0.03777978228851799,0.006347015629375161,4,0.032347729163782535,0.04321183541325345,0.02937190485408417,0.04450789335411687,0.03531796210674367,0.038619665472935466,0.04108148565470979,ab,0.0031735078146875803,Top (0-20 cm),0,20,0 - 20 cm
Top,th.diff,ST-NO,0.03281783821327617,0.006193876548986254,4,0.027385785088540716,0.03824989133801163,0.026710827366582396,0.039715101009886844,0.028094254535023087,0.03242271223831772,0.0371462959165708,b,0.003096938274493127,Top (0-20 cm),0,20,0 - 20 cm
Top,VolumeW,NT-CC,2.182006901505483,0.1457649280258242,4,2.0166309794339097,2.3473828235770564,1.9936121498100534,2.3352549366014523,2.113936234101287,2.199580259805213,2.2676509272094085,a,0.0728824640129121,Top (0-20 cm),0,20,0 - 20 cm
Top,VolumeW,NT-NO,2.0224589832454596,0.30417226370102324,4,1.8570830611738862,2.187834905317033,1.575977789881876,2.225713108485734,1.9566602035320046,2.144072517307114,2.2098712970205687,ab,0.15208613185051162,Top (0-20 cm),0,20,0 - 20 cm
Top,VolumeW,ST-CC,2.1735579353907277,0.2093283067941372,4,2.0081820133191544,2.338933857462301,1.9561321431498322,2.400980033470883,2.0199783274966503,2.168559782471098,2.3221393903651757,a,0.1046641533970686,Top (0-20 cm),0,20,0 - 20 cm
Top,VolumeW,ST-NO,1.8889825112959369,0.16557622545578576,4,1.7236065892243635,2.0543584333675105,1.664986665462899,2.0426358020340385,1.8183206638768963,1.924153788843405,1.9948156362624458,b,0.08278811272789288,Top (0-20 cm),0,20,0 - 20 cm
Top,wv.diff,NT-CC,0.428220128519629,0.07911991375284555,4,0.37163326598783086,0.4848069910514271,0.35475833302767534,0.5360672512227944,0.3788894644455438,0.4110274649140231,0.4603581289881083,a,0.039559956876422775,Top (0-20 cm),0,20,0 - 20 cm
Top,wv.diff,NT-NO,0.3489742297717895,0.08256226513574369,4,0.29238736723999137,0.4055610923035876,0.24953923176136672,0.4257885946668363,0.29739623895497164,0.3602845463294775,0.41186253714629534,ab,0.041281132567871845,Top (0-20 cm),0,20,0 - 20 cm
Top,wv.diff,ST-CC,0.39287692433610455,0.0662109831439512,4,0.33629006180430643,0.44946378686790267,0.30509609615548205,0.46277738236689703,0.3670265265576755,0.40181710941101956,0.4276675071894486,ab,0.0331054915719756,Top (0-20 cm),0,20,0 - 20 cm
Top,wv.diff,ST-NO,0.34105332403920674,0.06480624765809301,4,0.2844664615074086,0.39764018657100486,0.27685100594627254,0.4130169017026717,0.2917717818611377,0.33717269425394136,0.3864542364320104,b,0.032403123829046504,Top (0-20 cm),0,20,0 - 20 cm
Subsurface,hMean,NT-CC,-1799.1643749999998,102.52786748438618,4,-1888.5624789464603,-1709.7662710535394,-1943.313,-1704.5104999999999,-1829.3339999999998,-1774.417,-1744.247375,a,51.26393374219309,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,hMean,NT-NO,-1744.9814999999999,177.12470599316921,4,-1834.3796039464603,-1655.5833960535394,-1943.028,-1525.8245000000002,-1845.638625,-1755.5367499999998,-1654.879625,a,88.56235299658461,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,hMean,ST-CC,-1766.27225,102.91966095171834,4,-1855.6703539464604,-1676.8741460535396,-1903.3075,-1663.277,-1810.3367500000002,-1749.25225,-1705.18775,a,51.45983047585917,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,hMean,ST-NO,-1697.4101249999999,39.79910629728394,4,-1786.8082289464603,-1608.0120210535395,-1738.6345000000001,-1650.955,-1725.416125,-1700.0255,-1672.0194999999999,a,19.89955314864197,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th,NT-CC,0.19097986833231448,0.01390609227848398,4,0.1802269089881993,0.20173282767642967,0.18053151578054585,0.2114723874869136,0.18419588672413423,0.18595778503089921,0.19274176663907944,b,0.00695304613924199,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th,NT-NO,0.21127922318669043,0.02042547518469191,4,0.20052626384257524,0.22203218253080562,0.19323240212666992,0.2386223578719482,0.197118275112264,0.2066310663740718,0.22079201444849822,a,0.010212737592345955,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th,ST-CC,0.20346448056652452,0.011728044281348491,4,0.19271152122240934,0.2142174399106397,0.19315392171735757,0.2163330624678003,0.19370978585601267,0.2021854690404701,0.21194016375098193,ab,0.005864022140674246,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th,ST-NO,0.2045788979728143,0.005832636447867263,4,0.19382593862869912,0.2153318573169295,0.19924227044396414,0.21239694567819273,0.20069008552040982,0.20333818788455021,0.20722700033695474,ab,0.0029163182239336314,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th.diff,NT-CC,0.03354161603584037,0.0033397646384877356,4,0.030852725466722592,0.03623050660495815,0.02966392446606697,0.0378239028569054,0.03238021184588602,0.03333931841019455,0.0345007226001489,b,0.0016698823192438678,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th.diff,NT-NO,0.03908973584852757,0.0049275505783862965,4,0.03640084527940979,0.04177862641764535,0.034823207919086774,0.044161237590127855,0.034885341893885785,0.03868724894244782,0.042891642897089605,a,0.0024637752891931482,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th.diff,ST-CC,0.035770455354500894,0.002897158108596832,4,0.033081564785383114,0.038459345923618674,0.03155058851920667,0.03790588899720174,0.035072624757109705,0.036812671950797585,0.03751050254818877,ab,0.001448579054298416,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,th.diff,ST-NO,0.03625337180024443,0.0022537731685576827,4,0.03356448123112665,0.03894226236936221,0.03430789700701095,0.03896032045245057,0.03444274561020098,0.035872634870758105,0.03768326106080156,ab,0.0011268865842788414,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,VolumeW,NT-CC,1.8817370316335746,0.12700366232347793,4,1.7840413027167534,1.9794327605503959,1.78818438067107,2.069358113466752,1.8212679776378575,1.8347028161982382,1.8951718701939553,b,0.06350183116173896,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,VolumeW,NT-NO,2.070254588069044,0.18524977602889972,4,1.9725588591522227,2.167950316985865,1.9052418588772386,2.3192903203962465,1.943999034833876,2.028243086501345,2.154498639736513,a,0.09262488801444986,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,VolumeW,ST-CC,1.9976769867053787,0.10632087163615675,4,1.8999812577885575,2.0953727156222,1.9025401545963578,2.1132730885050712,1.9098715975767482,1.987447351860043,2.075252740988674,ab,0.053160435818078375,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,VolumeW,ST-NO,2.009417119853207,0.05302229341263914,4,1.9117213909363857,2.107112848770028,1.9612408203354983,2.079771955422147,1.9729932339573302,1.9983278518275913,2.034751737723468,ab,0.02651114670631957,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,wv.diff,NT-CC,0.3366937557677852,0.029853058554806525,4,0.3130611734434314,0.36032633809213904,0.3024435137706172,0.3751439198743227,0.32462204982184906,0.33459379471310047,0.3466655006590366,b,0.014926529277403263,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,wv.diff,NT-NO,0.38823490516259085,0.04247561571656637,4,0.364602322838237,0.4118674874869447,0.35112331272249,0.4323218068369663,0.35222855538285036,0.38474725054545356,0.42075360032519404,a,0.021237807858283185,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,wv.diff,ST-CC,0.35755828110058846,0.025797274627627247,4,0.3339256987762346,0.3811908634249423,0.3196361773762231,0.3750947979783068,0.3522408358568544,0.367751074523912,0.37306851976764605,ab,0.012898637313813624,Subsurface (20-40 cm),20,40,20 - 40 cm
Subsurface,wv.diff,ST-NO,0.3630844944023903,0.020421814112648724,4,0.3394519120780365,0.38671707672674416,0.3463584888089368,0.3881612223185671,0.34646901307497247,0.3589091332410287,0.37552461456844655,ab,0.010210907056324362,Subsurface (20-40 cm),20,40,20 - 40 cm
Bottom1,hMean,NT-CC,-1851.7672499999999,261.613350821876,4,-2028.9714107665177,-1674.563089233482,-2162.037,-1622.196,-2021.277,-1811.4180000000001,-1641.90825,a,130.806675410938,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,hMean,NT-NO,-1746.279,293.91539084006246,4,-1923.4831607665178,-1569.0748392334822,-1995.786,-1383.979,-1980.078,-1802.6755,-1568.8765,a,146.95769542003123,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,hMean,ST-CC,-1760.1855,183.77449735386753,4,-1937.3896607665179,-1582.9813392334822,-1988.639,-1538.676,-1817.948,-1756.7134999999998,-1698.951,a,91.88724867693377,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,hMean,ST-NO,-1645.0675,154.30961214713753,4,-1822.271660766518,-1467.8633392334823,-1814.092,-1499.244,-1756.0794999999998,-1633.467,-1522.455,a,77.15480607356876,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th,NT-CC,0.19300622206113327,0.006439220256560817,4,0.18824772038369844,0.1977647237385681,0.18560468768877614,0.19877975111755466,0.1886311465506826,0.19382022471910113,0.19819530022955176,a,0.0032196101282804084,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th,NT-NO,0.19596774193548389,0.008271139987780207,4,0.19120924025804906,0.20072624361291871,0.18915669928718135,0.20655430711610487,0.18951008819620635,0.19407998066932464,0.20053763440860217,a,0.004135569993890103,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th,ST-CC,0.19509333091699893,0.004873536912188547,4,0.1903348292395641,0.19985183259443376,0.1893137610245258,0.20123837139060047,0.19343210100277877,0.1949105956264347,0.19657182554065483,a,0.0024367684560942736,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th,ST-NO,0.19819379002053883,0.004420728233046521,4,0.193435288343104,0.20295229169797366,0.1934396520478434,0.202392171076477,0.19494835085175788,0.19847166847891748,0.20171710764769846,a,0.0022103641165232605,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th.diff,NT-CC,0.03418962184366317,0.004865850942378567,4,0.030967212066128888,0.03741203162119745,0.028989972212154186,0.03851637066570013,0.030571161048689156,0.034626072248399184,0.0382445330433732,a,0.0024329254711892836,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th.diff,NT-NO,0.03546574845958682,0.005479973982472576,4,0.032243338682052536,0.0386881582371211,0.029702790866255907,0.041101848495831816,0.03141536788691557,0.035529177238129775,0.039579557810801025,a,0.002739986991236288,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th.diff,ST-CC,0.03518031895614353,0.0029606891813967863,4,0.031957909178609245,0.03840272873367781,0.031255285731545235,0.038413676452821066,0.03422284644194756,0.035526156820103905,0.03648362933429987,a,0.0014803445906983932,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,th.diff,ST-NO,0.03699861060770811,0.002787317841918827,4,0.033776200830173825,0.04022102038524239,0.03343602754621239,0.039815150416817685,0.03556542225444,0.03737163223390118,0.03880482058716928,a,0.0013936589209594134,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,VolumeW,NT-CC,3.1389137163714995,0.10472282484061012,4,3.0615248839019125,3.2163025488410866,3.0185405101842497,3.2328102206061162,3.067760649992299,3.1521520673478163,3.223305133727017,a,0.05236141242030506,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,VolumeW,NT-NO,3.1870777354152047,0.13451584348119455,4,3.1096889029456176,3.2644665678847917,3.076307859899086,3.3592499809513443,3.08205512173296,3.1563765504051937,3.261399164087438,a,0.06725792174059728,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,VolumeW,ST-CC,3.1728569465185674,0.07925968239545152,4,3.0954681140489804,3.2502457789881545,3.078862198491919,3.272795443963154,3.145839903709758,3.1698850718095986,3.1969021146184082,a,0.03962984119772576,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,VolumeW,ST-NO,3.223280572779009,0.07189552926778306,4,3.145891740309422,3.300669405248596,3.145962708449798,3.2915600082412726,3.1704990955097987,3.227799787212483,3.280581264481693,a,0.03594776463389153,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,wv.diff,NT-CC,0.5560353019533053,0.0791346833368592,4,0.5036283580607495,0.6084422458458612,0.4714719579617319,0.6264024179962497,0.4971872705261169,0.5631334159276198,0.6219814473548082,a,0.0395673416684296,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,wv.diff,NT-NO,0.5767893030200728,0.08912233665448255,4,0.524382359127517,0.6291962469126287,0.48306472542151235,0.6684507609859605,0.5109168404625939,0.5778208628364092,0.6436933253938881,a,0.044561168327241274,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,wv.diff,ST-CC,0.5721472838465591,0.048150509253817905,4,0.5197403399540033,0.624554227739115,0.5083133799737451,0.6247322735317051,0.5565756428094817,0.5777717409403931,0.5933433819774705,a,0.024075254626908953,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom1,wv.diff,ST-NO,0.6017186652482013,0.04533092307829713,4,0.5493117213556454,0.6541256091407571,0.5437793888973093,0.6475248332831369,0.5784103255886012,0.6077852194061795,0.6310935590657796,a,0.022665461539148564,Bottom (40-60 cm),40,60,40 - 60 cm
Bottom2,hMean,NT-CC,-3102.7200000000003,388.16373517885467,4,-3411.503931879161,-2793.9360681208395,-3562.179,-2764.583,-3355.1985,-3042.059,-2789.5805,a,194.08186758942733,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,hMean,NT-NO,-2909.1144999999997,534.0664254319556,4,-3217.8984318791604,-2600.330568120839,-3326.681,-2182.674,-3301.91675,-3063.5514999999996,-2670.74925,a,267.0332127159778,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,hMean,ST-CC,-2970.51475,330.58284112193434,4,-3279.2986818791605,-2661.730818120839,-3327.755,-2528.941,-3113.258,-3012.6814999999997,-2869.93825,a,165.29142056096717,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,hMean,ST-NO,-2758.459,315.89485124536833,4,-3067.2429318791606,-2449.675068120839,-3070.077,-2478.47,-3010.7752499999997,-2742.6445,-2490.32825,a,157.94742562268416,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th,NT-CC,0.15525064136036507,0.004942179426904494,4,0.15093632785645683,0.1595649548642733,0.14963788680273346,0.15957045882807003,0.15182929597929484,0.1558971099053284,0.15931845528639865,a,0.002471089713452247,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th,NT-NO,0.15806297818239606,0.007784338794168418,4,0.15374866467848783,0.1623772916863043,0.15227824823484004,0.168815129293709,0.15235997911321997,0.1555792676005176,0.16128226666969372,a,0.003892169397084209,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th,ST-CC,0.15685063681976072,0.004489732885937643,4,0.15253632331585248,0.16116495032366895,0.15216246282380186,0.16295320907212751,0.15488171725656685,0.15614343769155675,0.1581123572547506,a,0.0022448664429688217,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th,ST-NO,0.1597634345131337,0.0045529988015529915,4,0.15544912100922548,0.16407774801704195,0.15521147864780804,0.1638590596408382,0.15616670828887325,0.15999159988194428,0.16358832610620472,a,0.0022764994007764957,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th.diff,NT-CC,0.007970463368674373,0.0032332367859587556,4,0.005494810521884094,0.010446116215464651,0.004606443117578962,0.011106318250959202,0.0055225100460871285,0.008084546053079664,0.010532499375666908,a,0.0016166183929793778,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th.diff,NT-NO,0.009221399868322468,0.004281371527046335,4,0.006745747021532189,0.011697052715112746,0.005119531409630618,0.01455944786251051,0.006149681022544096,0.008603310100574371,0.011675028946352743,a,0.0021406857635231677,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th.diff,ST-CC,0.008560741934751516,0.0023609435306842625,4,0.006085089087961237,0.011036394781541795,0.0059618135173791775,0.011694326514859132,0.007671351056825662,0.008293413853383877,0.00918280473130973,a,0.0011804717653421312,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,th.diff,ST-NO,0.010013735328172187,0.0026646335742715106,4,0.007538082481381908,0.012489388174962465,0.00683133925125437,0.012529797716075985,0.00832803596158651,0.010346902172679195,0.012032601539264873,a,0.0013323167871357553,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,VolumeW,NT-CC,6.7182297914746005,0.21386512010326014,4,6.531534591649699,6.904924991299502,6.475346576623404,6.905163166763554,6.570176396882325,6.746204711255722,6.894258105847998,a,0.10693256005163007,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,VolumeW,NT-NO,6.839929288854282,0.3368551416964704,4,6.653234089029381,7.026624488679184,6.589604106756659,7.305211887917997,6.593140883269813,6.732450580371237,6.979238985955707,a,0.1684275708482352,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,VolumeW,ST-CC,6.787467103909176,0.19428620046763956,4,6.600771904084274,6.974162303734078,6.584593673363026,7.051546416891284,6.702265175269394,6.756864162691198,6.842066091330979,a,0.09714310023381978,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,VolumeW,ST-NO,6.913513889086277,0.19702393446569388,4,6.726818689261375,7.100209088911178,6.7165350860620485,7.090745689912066,6.7578711615595255,6.923387390185495,7.079030117712246,a,0.09851196723284694,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,wv.diff,NT-CC,0.3449093928764644,0.13991328800954708,4,0.23777937033408103,0.45203941541884773,0.19933665403299816,0.48060863062071135,0.23897802411792357,0.349846143426074,0.4557775121846148,a,0.06995664400477354,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,wv.diff,NT-NO,0.3990417222861149,0.18526968706434582,4,0.29191169974373155,0.5061717448284982,0.22153975103223722,0.6300374383014358,0.26611787166677225,0.3722948499053933,0.5052187005247359,a,0.09263484353217291,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,wv.diff,ST-CC,0.3704527788047929,0.10216615548154262,4,0.26332275626240953,0.47758280134717623,0.2579881978761218,0.5060537727570082,0.3319657732762433,0.35888457229302073,0.3973715778215703,a,0.05108307774077131,Bottom (60-100 cm),60,100,60 - 100 cm
Bottom2,wv.diff,ST-NO,0.4333288057052951,0.11530786929557026,4,0.32619878316291173,0.5404588282476784,0.2956155702243919,0.5422074882247969,0.3603827901215093,0.44774608218599576,0.5206920977697815,a,0.05765393464778513,Bottom (60-100 cm),60,100,60 - 100 cm
